# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul 27 20:44:35 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
91 Aqr b,3,1,Radial Velocity,181.40000000000,0.10000000000,-0.10000000000,0,0.7000000000,,,0,13.10000000,,,0,1017.00000000,,,0,0.027000,0.026000,-0.026000,0,100.5060,,,0,891.73,,,0,4665.00,18.00,-18.00,0,11.000000,0.100000,-0.100000,0,1.400000,0.100000,-0.100000,0,44.03040000,0.51325000,-0.51325000
AB Aur b,1,1,Imaging,,,,,93.9000000000,49.3000000000,-49.3000000000,0,12.50000000,,,0,2860.45566300,,,0,0.400000,0.200000,-0.210000,0,0.0067,0.0070,-0.0070,0,83.63,22.00,-22.00,0,9770.00,100.00,-100.00,0,2.958870,0.096638,-0.070698,0,2.400000,0.200000,-0.200000,0,162.12700000,1.52600000,-1.49800000
AB Pic b,1,1,Imaging,,,,,260.0000000000,,,0,12.30000000,,,0,4290.50000000,158.90000000,-158.90000000,0,,,,,0.0000,,,0,15.80,,,0,5285.00,10.00,-9.00,0,0.999394,0.029598,-0.022233,0,0.900000,0.100000,-0.100000,0,50.04750000,0.07350000,-0.07330000
AF Lep b,1,1,Imaging,8905.00000000000,400.00000000000,-150.00000000000,0,8.9960000000,0.1900000000,-0.0770000000,0,13.00000000,,,0,1147.36054927,155.73591943,-152.55763536,0,0.015000,0.029000,-0.011000,0,0.0241,0.0009,-0.0009,0,1400.00,300.00,-300.00,0,6140.00,47.00,-47.00,0,1.250000,0.060000,-0.060000,0,1.218000,0.029000,-0.039000,0,26.85640000,0.01890000,-0.01880000
AT2021ueyL b,1,1,Microlensing,4168.69000000000,2910.76000000000,-1713.98000000000,0,4.0100000000,1.6800000000,-1.3400000000,0,13.60000000,,,0,425.89006538,143.02278315,-158.91420350,0,,,,,,,,,,,,,3680.00,307.00,-204.00,0,,,,,0.490000,0.160000,-0.180000,0,1040.00000000,740.00000000,-440.00000000
AU Mic b,1,4,Transit,8.46344600000,0.00000500000,-0.00000500000,0,0.0700000000,0.0060000000,-0.0070000000,0,4.79000000,0.29000000,-0.29000000,0,8.99000000,2.61000000,-2.67000000,0,0.070000,0.090000,-0.040000,0,21.2000,2.5000,-2.4000,0,554.80,31.60,-32.00,0,3540.00,120.00,-110.00,0,0.862000,0.052000,-0.052000,0,0.635000,0.040000,-0.070000,0,9.72210000,0.00462500,-0.00462500
AU Mic c,1,4,Transit,18.85902300000,0.00002200000,-0.00002400000,0,0.1190000000,0.0110000000,-0.0110000000,0,2.79000000,0.18000000,-0.17000000,0,14.46000000,3.24000000,-3.42000000,0,0.180000,0.080000,-0.070000,0,7.3000,0.9000,-0.8000,0,424.70,24.20,-24.50,0,3540.00,120.00,-110.00,0,0.862000,0.052000,-0.052000,0,0.635000,0.040000,-0.070000,0,9.72210000,0.00462500,-0.00462500
AU Mic d,1,4,Transit Timing Variations,12.73596000000,0.00793000000,-0.00793000000,0,,,,,1.02000000,,,0,1.05300000,0.51100000,-0.51100000,0,0.003050,0.001040,-0.001040,0,,,,,,,,,3678.00,90.00,-88.00,0,0.744000,0.023000,-0.021000,0,0.510000,0.028000,-0.027000,0,9.72210000,0.00462500,-0.00462500
AU Mic e,1,4,Radial Velocity,33.11000000000,0.06000000000,-0.06000000000,0,,,,,4.87000000,,,0,21.10000000,5.40000000,-4.30000000,0,,,,,,,,,,,,,3665.00,31.00,-31.00,0,0.820000,0.020000,-0.020000,0,0.600000,0.040000,-0.040000,0,9.72210000,0.00462500,-0.00462500
BD+03 2562 b,1,1,Radial Velocity,481.90000000000,2.70000000000,-2.80000000000,0,1.3000000000,0.1000000000,-0.1000000000,0,12.70000000,,,0,2034.11200000,413.17900000,-413.17900000,0,0.200000,0.120000,-0.080000,0,296.5605,105.9289,-105.9289,0,985.04,139.61,-139.61,0,4095.00,20.00,-20.00,0,32.350000,8.820000,-8.820000,0,1.140000,0.250000,-0.250000,0,1070.63000000,63.87500000,-63.87500000
BD+05 4868 A b,2,1,Transit,1.27186900000,0.00000100000,-0.00000100000,0,0.0208000000,0.0003000000,-0.0003000000,0,,,,,6.20000000,,,1,,,,,443.7870,17.2483,-17.2483,0,1820.00,45.00,-45.00,0,4596.00,65.00,-64.00,0,0.690000,0.020000,-0.020000,0,0.700000,0.020000,-0.020000,0,43.56870000,0.09750000,-0.09710000
BD+14 4559 b,1,1,Radial Velocity,268.94000000000,0.99000000000,-0.99000000000,0,0.7800000000,0.0500000000,-0.0500000000,0,13.80000000,,,0,330.54320000,149.38010000,-149.38010000,0,0.290000,0.030000,-0.030000,0,0.7867,,,0,246.28,11.01,-11.01,0,4864.00,101.00,-101.00,0,0.860000,0.040000,-0.040000,0,0.490000,0.330000,-0.330000,0,49.35200000,0.08460000,-0.08440000
BD+15 2375 b,1,1,Radial Velocity,153.22000000000,0.44000000000,-0.44000000000,0,0.5760000000,0.0270000000,-0.0270000000,0,13.80000000,,,0,337.21763000,85.81410000,-85.81410000,0,0.001000,0.250000,-0.001000,0,111.9838,27.8405,-27.8405,0,883.68,74.74,-74.74,0,4649.00,30.00,-30.00,0,8.950000,1.450000,-1.450000,0,1.080000,0.140000,-0.140000,0,768.04500000,45.03800000,-45.03800000
BD+15 2940 b,1,1,Radial Velocity,137.48000000000,0.34000000000,-0.34000000000,0,0.5390000000,,,0,13.70000000,,,0,352.78000000,,,0,0.260000,0.100000,-0.100000,0,352.2269,,,0,1207.75,,,0,4796.00,117.00,-117.00,0,14.700000,2.800000,-2.800000,0,1.100000,0.200000,-0.200000,0,426.42000000,6.44000000,-6.44000000
BD+20 2457 b,1,2,Radial Velocity,379.63000000000,2.01000000000,-2.01000000000,0,1.4500000000,,,0,12.10000000,,,0,6807.63000000,,,0,0.150000,0.030000,-0.030000,0,703.4998,,,0,1159.67,,,0,4137.00,10.00,-10.00,0,49.000000,26.000000,-26.000000,0,2.800000,1.500000,-1.500000,0,1539.71000000,189.92500000,-189.92500000
BD+20 2457 c,1,2,Radial Velocity,621.99000000000,10.20000000000,-10.20000000000,0,2.0100000000,,,0,12.40000000,,,0,3963.17000000,,,0,0.180000,0.060000,-0.060000,0,366.1069,,,0,984.96,,,0,4137.00,10.00,-10.00,0,49.000000,26.000000,-26.000000,0,2.800000,1.500000,-1.500000,0,1539.71000000,189.92500000,-189.92500000
BD+20 274 b,1,1,Radial Velocity,578.20000000000,5.40000000000,-5.40000000000,0,1.3000000000,,,0,13.00000000,,,0,1334.88600000,,,0,0.210000,0.060000,-0.060000,0,53.9651,,,0,755.70,,,0,4296.00,10.00,-10.00,0,17.300000,0.900000,-0.900000,0,0.800000,0.200000,-0.200000,0,1322.51000000,80.53500000,-80.53500000
BD+20 594 b,1,1,Transit,41.68550000000,0.00300000000,-0.00300000000,0,0.2410000000,0.0190000000,-0.0170000000,0,2.57807000,0.11209000,-0.11209000,0,22.24810000,9.53490000,-9.53490000,0,0.000000,,,0,15.1513,3.2289,-3.2289,0,546.00,19.00,-18.00,0,5766.00,99.00,-99.00,0,1.080000,0.060000,-0.060000,0,1.670000,0.400000,-0.400000,0,179.46100000,1.25700000,-1.24000000
BD+37 3172 b,1,1,Radial Velocity,1887.76000000000,0.01000000000,-0.01000000000,0,4.6500000000,,,0,12.40000000,,,0,3368.98111420,,,0,0.590000,0.010000,-0.010000,0,31.9959,,,0,713.25,,,0,4500.00,250.00,-250.00,0,50.240000,28.970000,-28.970000,0,3.750000,0.860000,-0.860000,0,454.25100000,4.63850000,-4.63850000
BD+42 2315 b,1,1,Radial Velocity,123.05000000000,0.04000000000,-0.04000000000,0,0.5400000000,,,0,14.20000000,,,0,174.80562385,,,0,0.730000,0.030000,-0.030000,0,335.1294,,,0,1247.58,,,0,4500.00,250.00,-250.00,0,17.850000,10.010000,-10.010000,0,1.380000,0.300000,-0.300000,0,610.71500000,14.31100000,-14.31100000
BD+45 564 b,1,1,Radial Velocity,307.88000000000,1.47000000000,-1.47000000000,0,0.8300000000,0.0400000000,-0.0400000000,0,13.60000000,,,0,432.24663352,38.13940884,-38.13940884,0,0.120000,0.060000,-0.060000,0,0.5790,0.0575,-0.0575,0,238.82,8.85,-8.85,0,5004.00,50.00,-50.00,0,0.813064,0.041485,-0.044083,0,0.810000,0.072000,-0.072000,0,53.62200000,0.19190000,-0.19050000
BD+48 738 b,1,1,Radial Velocity,392.60000000000,5.50000000000,-5.50000000000,0,1.0000000000,,,0,13.90000000,,,0,289.22530000,,,0,0.200000,0.100000,-0.100000,0,48.9779,,,0,705.93,,,0,4414.00,15.00,-15.00,0,11.000000,1.000000,-1.000000,0,0.740000,0.390000,-0.390000,0,871.49300000,43.84900000,-43.84900000
BD+48 740 b,1,1,Radial Velocity,733.00000000000,5.00000000000,-8.00000000000,0,1.7000000000,0.1000000000,-0.1000000000,0,13.50000000,,,0,540.31100000,222.48100000,-222.48100000,0,0.760000,0.050000,-0.090000,0,15.1044,4.5360,-4.5360,0,538.94,49.81,-49.81,0,4534.00,8.00,-8.00,0,10.330000,1.810000,-1.810000,0,1.090000,0.160000,-0.160000,0,666.58900000,21.53350000,-21.53350000
BD+49 828 b,1,1,Radial Velocity,2590.00000000000,300.00000000000,-180.00000000000,0,4.2000000000,0.3200000000,-0.2000000000,0,13.50000000,,,0,508.50000000,127.10000000,-63.60000000,0,0.350000,0.240000,-0.100000,0,1.6730,0.5419,-0.5419,0,320.63,29.23,-29.23,0,4943.00,30.00,-30.00,0,7.600000,1.300000,-1.300000,0,1.520000,0.220000,-0.220000,0,442.04200000,7.65400000,-7.65400000
BD+55 362 b,1,1,Radial Velocity,265.59000000000,1.04000000000,-1.04000000000,0,0.7800000000,0.0500000000,-0.0500000000,0,14.00000000,,,0,228.83645304,25.42627256,-25.42627256,0,0.270000,0.060000,-0.060000,0,0.7996,0.1045,-0.1045,0,259.06,11.97,-11.97,0,5012.00,78.00,-78.00,0,0.896193,0.062857,-0.042550,0,0.909000,0.099000,-0.099000,0,52.56970000,0.09740000,-0.09710000
BD+60 1417 b,1,1,Imaging,,,,,1662.0000000000,,,0,14.68376472,0.67253884,-0.67253884,0,4767.42610500,1589.14203500,-1589.14203500,0,,,,,0.0000,,,0,1303.00,74.00,-74.00,0,4993.00,124.00,-124.00,0,0.797000,0.051000,-0.051000,0,1.000000,,,0,44.95430000,0.05930000,-0.05920000
BD+63 1405 b,1,1,Radial Velocity,1198.48000000000,60.79000000000,-60.79000000000,0,2.0600000000,0.1400000000,-0.1400000000,0,12.40000000,,,0,3305.41543280,413.17692910,-349.61124770,0,0.880000,0.020000,-0.020000,0,0.0911,0.0126,-0.0126,0,150.69,7.13,-7.13,0,5000.00,53.00,-53.00,0,0.804724,0.040718,-0.059493,0,0.816000,0.083000,-0.083000,0,38.04730000,0.03290000,-0.03290000
BD-06 1339 b,1,2,Radial Velocity,3.87280000000,0.00040000000,-0.00040000000,0,0.0428000000,0.0007000000,-0.0007000000,0,,,,,1523.03372634,,,1,0.000000,,,0,51.8934,5.6956,-5.6956,0,834.97,46.55,-46.55,0,4324.00,100.00,-100.00,0,0.686355,0.063406,-0.074042,0,0.700000,,,0,20.26950000,0.02200000,-0.02180000
BD-06 1339 c,1,2,Radial Velocity,125.94000000000,0.44000000000,-0.44000000000,0,0.4350000000,0.0070000000,-0.0070000000,0,8.38000000,,,0,53.00000000,8.00000000,-8.00000000,0,0.310000,0.110000,-0.110000,0,0.5024,0.0551,-0.0551,0,261.91,14.60,-14.60,0,4324.00,100.00,-100.00,0,0.686355,0.063406,-0.074042,0,0.700000,,,0,20.26950000,0.02200000,-0.02180000
BD-08 2823 b,1,2,Radial Velocity,5.60000000000,0.02000000000,-0.02000000000,0,0.0600000000,0.0000000000,0.0000000000,0,,,,,2948.49413174,,,1,0.150000,0.150000,-0.150000,0,65.7249,0.1603,-0.1603,0,798.86,29.39,-29.39,0,4816.00,114.00,-114.00,0,0.710000,0.040000,-0.040000,0,0.500000,0.260000,-0.260000,0,41.33420000,0.06850000,-0.06820000
BD-08 2823 c,1,2,Radial Velocity,237.60000000000,1.50000000000,-1.50000000000,0,0.6800000000,0.0200000000,-0.0200000000,0,12.50000000,,,0,104.00000000,10.00000000,-10.00000000,0,0.190000,0.090000,-0.090000,0,0.5117,0.0301,-0.0301,0,233.85,8.05,-8.05,0,4746.00,63.00,-63.00,0,0.710000,0.040000,-0.040000,0,0.740000,0.070000,-0.070000,0,41.33420000,0.06850000,-0.06820000
BD-10 3166 b,1,1,Radial Velocity,3.48777000000,0.00011000000,-0.00011000000,0,0.0400000000,0.0000000000,0.0000000000,0,14.10000000,,,0,187.51970000,22.24810000,-22.24810000,0,0.020000,0.020000,-0.020000,0,402.4216,2.3182,-2.3182,0,1240.38,29.08,-29.08,0,5393.00,44.00,-44.00,0,0.910000,0.040000,-0.040000,0,1.470000,0.240000,-0.240000,0,84.40690000,0.35370000,-0.35080000
BD-11 4672 b,1,2,Radial Velocity,1634.00000000000,13.00000000000,-14.00000000000,0,2.3600000000,0.0400000000,-0.0400000000,0,14.10000000,,,0,206.58950000,15.89150000,-19.06980000,0,0.050000,0.050000,-0.030000,0,0.0282,0.0034,-0.0034,0,114.17,3.47,-3.47,0,4550.00,110.00,-110.00,0,0.639000,0.020000,-0.022000,0,0.651000,0.031000,-0.029000,0,27.16650000,0.03460000,-0.03460000
BD-11 4672 c,1,2,Radial Velocity,74.20000000000,0.06000000000,-0.08000000000,0,0.3000000000,0.0100000000,-0.0100000000,0,4.04000000,,,0,15.37000000,2.97000000,-2.81000000,0,0.400000,0.130000,-0.150000,0,1.7444,0.2310,-0.2310,0,320.21,10.77,-10.77,0,4550.00,110.00,-110.00,0,0.639000,0.020000,-0.022000,0,0.651000,0.031000,-0.029000,0,27.16650000,0.03460000,-0.03460000
BD-13 2130 b,1,1,Radial Velocity,714.29999000000,5.30000000000,-5.30000000000,0,1.6600000000,0.1200000000,-0.1200000000,0,12.50000000,,,0,3108.37740000,1449.30480000,-1449.30480000,0,0.210000,0.070000,-0.070000,0,40.0372,6.3148,-6.3148,0,744.77,100.71,-100.71,0,4545.00,71.00,-71.00,0,19.170000,4.960000,-4.960000,0,2.120000,1.470000,-1.470000,0,925.21400000,41.21100000,-41.21100000
BD-14 3065 b,3,1,Transit,4.28897310000,0.00000520000,-0.00000520000,0,0.0656000000,0.0026000000,-0.0026000000,0,21.59000000,1.05000000,-1.05000000,0,3932.00000000,290.00000000,-280.00000000,0,0.066000,0.009800,-0.011000,0,646.7610,,,0,2001.00,31.00,-31.00,0,6935.00,90.00,-90.00,0,2.350000,0.080000,-0.080000,0,1.410000,0.050000,-0.050000,0,589.42300000,16.59900000,-15.72900000
BD-17 63 b,1,1,Radial Velocity,655.57000000000,0.58000000000,-0.58000000000,0,1.3400000000,0.0200000000,-0.0200000000,0,12.80000000,,,0,1639.99458012,63.56568140,-63.56568140,0,0.543900,0.005200,-0.005200,0,0.1169,0.0117,-0.0117,0,168.92,5.79,-5.79,0,4714.00,93.00,-93.00,0,0.740000,0.040000,-0.040000,0,0.741000,0.040000,-0.040000,0,34.46030000,0.09290000,-0.09240000
BD-210397 b,1,2,Radial Velocity,1891.00000000000,56.00000000000,-48.00000000000,0,2.6300000000,0.0600000000,-0.0500000000,0,14.00000000,,,0,214.00000000,31.00000000,-32.00000000,0,0.100000,0.100000,-0.100000,0,0.0200,0.0010,-0.0010,0,104.11,8.75,-8.75,0,4051.00,239.00,-239.00,0,0.747000,0.088000,-0.088000,0,0.679000,0.017000,-0.017000,0,23.73240000,0.02280000,-0.02270000
BD-210397 c,1,2,Radial Velocity,6240.00000000000,151.00000000000,-156.00000000000,0,5.9000000000,0.1000000000,-0.1000000000,0,12.90000000,,,0,1525.57635360,190.69704420,-190.69704420,0,0.430000,0.050000,-0.050000,0,0.0039,0.0045,-0.0007,0,69.51,5.82,-5.82,0,4051.00,239.00,-239.00,0,0.747000,0.088000,-0.088000,0,0.690000,0.010000,-0.010000,0,23.73240000,0.02280000,-0.02270000
BEBOP-3 b,2,1,Radial Velocity,547.00000000000,6.20000000000,-7.60000000000,0,1.4440000000,0.0170000000,-0.0170000000,0,14.20000000,,,0,177.34825111,16.20924876,-15.25576354,0,0.247000,0.077000,-0.089000,0,1.1590,0.0457,-0.0457,0,287.88,5.35,-5.35,0,6033.00,100.00,-100.00,0,1.414000,0.017000,-0.017000,0,1.083000,0.026000,-0.026000,0,119.05200000,0.34100000,-0.34000000
BEBOP-4 AB b,2,1,Radial Velocity,1823.50000000000,5.10000000000,-4.90000000000,0,3.6340000000,0.0110000000,-0.0110000000,0,,,,,8358.88710410,,,1,0.428000,0.016000,-0.016000,0,0.5477,0.0198,-0.0198,0,239.44,7.59,-7.59,0,5701.43,118.15,-118.15,0,2.756450,0.146157,-0.117763,0,1.507000,0.152000,-0.152000,0,234.29400000,2.19400000,-2.15500000
Barnard b,1,4,Radial Velocity,3.15420000000,0.00040000000,-0.00040000000,0,0.0229000000,0.0003000000,-0.0003000000,0,0.72000000,,,0,0.29900000,0.02600000,-0.02600000,0,0.030000,0.030000,-0.020000,0,6.7600,0.0500,-0.0500,0,438.00,,,0,3195.00,28.00,-28.00,0,0.185000,0.006000,-0.006000,0,0.162000,0.007000,-0.007000,0,1.82655000,0.00097500,-0.00097500
Barnard c,1,4,Radial Velocity,4.12440000000,0.00060000000,-0.00060000000,0,0.0274000000,0.0004000000,-0.0004000000,0,0.74300000,,,0,0.33500000,0.03000000,-0.03000000,0,0.080000,0.060000,-0.050000,0,4.7285,0.1681,-0.1681,0,400.00,,,0,3195.00,28.00,-28.00,0,0.185000,0.006000,-0.006000,0,0.162000,0.007000,-0.007000,0,1.82655000,0.00097500,-0.00097500
Barnard d,1,4,Radial Velocity,2.34020000000,0.00030000000,-0.00030000000,0,0.0188000000,0.0003000000,-0.0003000000,0,0.69400000,,,0,0.26300000,0.02400000,-0.02400000,0,0.040000,0.050000,-0.030000,0,10.0441,0.3798,-0.3798,0,483.00,,,0,3195.00,28.00,-28.00,0,0.185000,0.006000,-0.006000,0,0.162000,0.007000,-0.007000,0,1.82655000,0.00097500,-0.00097500
Barnard e,1,4,Radial Velocity,6.73920000000,0.00300000000,-0.00300000000,0,0.0381000000,0.0005000000,-0.0005000000,0,0.63700000,,,0,0.19300000,0.03300000,-0.03300000,0,0.040000,0.030000,-0.040000,0,2.4456,0.0811,-0.0811,0,340.00,,,0,3195.00,28.00,-28.00,0,0.185000,0.006000,-0.006000,0,0.162000,0.007000,-0.007000,0,1.82655000,0.00097500,-0.00097500
CD Cet b,1,1,Radial Velocity,2.29070000000,0.00012000000,-0.00012000000,0,0.0185000000,0.0013000000,-0.0013000000,0,1.82000000,,,0,3.95000000,0.42000000,-0.43000000,0,,,,,8.6000,2.4000,-2.4000,0,464.00,18.00,-18.00,0,3130.00,51.00,-51.00,0,0.175000,0.006000,-0.006000,0,0.161000,0.010000,-0.010000,0,8.60715000,0.00658000,-0.00658000
CD-35 2722 b,1,1,Imaging,,,,,67.0000000000,4.0000000000,-4.0000000000,0,17.37392009,0.56044903,-0.67253884,0,9375.93800650,1620.92487570,-1366.66215010,0,,,,,0.0000,0.0000,0.0000,0,1800.00,100.00,-100.00,0,3689.00,100.00,-100.00,0,0.558549,0.016445,-0.016445,0,0.400000,0.050000,-0.050000,0,22.38960000,0.01325000,-0.01325000
CFBDSIR J145829+101343 b,1,1,Imaging,10037.50000000000,2737.50000000000,-2737.50000000000,0,2.6000000000,0.3000000000,-0.3000000000,0,12.40000000,,,0,3337.10000000,1430.20000000,-1430.20000000,0,,,,,,,,,370.00,40.00,-40.00,0,580.50,24.50,-24.50,0,,,,,0.021000,0.009000,-0.009000,0,23.10000000,2.40000000,-2.40000000
CFHTWIR-Oph 98 b,1,1,Imaging,8040000.00000000000,470000.00000000000,-470000.00000000000,0,200.0000000000,6.0000000000,-6.0000000000,0,20.84870410,0.56044903,-0.56044903,0,2479.06157460,222.47988490,-254.26272560,0,,,,,0.0000,0.0000,0.0000,0,1800.00,40.00,-40.00,0,2320.00,40.00,-40.00,0,0.245000,0.007000,-0.008000,0,0.014700,0.000800,-0.000800,0,,,
CHXR 73 b,1,1,Imaging,,,,,210.0000000000,,,0,12.30000000,,,0,3994.48600000,2662.99100000,-1664.36900000,0,,,,,,,,,,,,,3099.00,128.00,-128.00,0,,,,,0.350000,,,0,190.37400000,6.64700000,-6.22000000
CI Tau c,1,1,Radial Velocity,25.20000000000,1.70000000000,-1.80000000000,0,0.1700000000,0.0800000000,-0.0800000000,0,13.00000000,,,0,1144.18226520,95.34852210,-95.34852210,0,0.580000,0.050000,-0.060000,0,19.2542,18.1240,-18.1240,0,610.62,150.81,-150.81,0,3807.00,131.00,-131.00,0,1.880857,0.086711,-0.415068,0,0.900000,0.020000,-0.020000,0,157.99800000,1.19800000,-1.18000000
COCONUTS-2 b,1,1,Imaging,402000000.00000000000,470000000.00000000000,-100000000.00000000000,0,7506.0000000000,5205.0000000000,-2060.0000000000,0,12.57647635,0.05604490,-0.04483592,0,2383.71305250,127.13136280,-127.13136280,0,,,,,0.0000,0.0000,0.0000,0,493.00,9.00,-9.00,0,3552.00,65.00,-32.00,0,0.366000,0.005000,-0.014000,0,0.400000,0.010000,-0.020000,0,10.88640000,0.00410000,-0.00420000
CT Cha b,1,1,Imaging,,,,,440.0000000000,,,0,24.66000000,9.08000000,-6.73000000,0,5403.00000000,1907.00000000,-1907.00000000,0,,,,,0.0000,,,0,2600.00,250.00,-250.00,0,4403.00,6.00,-10.00,0,1.679694,0.095969,-0.157166,0,,,,,190.72000000,0.77800000,-0.77100000
CWISEP J193518.59-154620.3 b,1,1,Imaging,,,,,2.4800000000,0.2700000000,-0.1100000000,0,12.20000000,,,0,4926.34030850,2701.54145950,-2701.54145950,0,,,,,,,,,390.00,30.00,-30.00,0,,,,,,,,,0.024000,0.013000,-0.013000,0,14.43000000,,
CoRoT-1 b,1,1,Transit,1.50895570000,0.00000640000,-0.00000640000,0,0.0275200000,0.0002200000,-0.0002300000,0,16.70000000,0.90000000,-0.90000000,0,327.35000000,38.14000000,-38.14000000,0,0.000000,,,0,2852.6300,,,0,1898.00,50.00,-50.00,0,5950.00,150.00,-150.00,0,1.110000,0.050000,-0.050000,0,0.950000,0.150000,-0.150000,0,787.90900000,23.49100000,-23.49100000
CoRoT-10 b,1,1,Transit,13.24060000000,0.00020000000,-0.00020000000,0,0.1055000000,0.0021000000,-0.0021000000,0,10.87000000,0.78000000,-0.78000000,0,874.00000000,50.85000000,-50.85000000,0,0.530000,0.040000,-0.040000,0,16.1089,,,0,600.00,23.00,-23.00,0,5075.00,75.00,-75.00,0,0.790000,0.050000,-0.050000,0,0.890000,0.050000,-0.050000,0,338.38600000,3.98650000,-3.98650000
CoRoT-11 b,1,1,Transit,2.99433000000,0.00001100000,-0.00001100000,0,0.0436000000,0.0050000000,-0.0050000000,0,16.03000000,0.34000000,-0.34000000,0,740.51000000,108.06000000,-108.06000000,0,0.000000,,,0,1890.6490,,,0,1657.00,55.00,-55.00,0,6440.00,120.00,-120.00,0,1.370000,0.030000,-0.030000,0,1.270000,0.050000,-0.050000,0,655.03700000,24.94700000,-23.20900000
CoRoT-12 b,1,1,Transit,2.82804200000,0.00001300000,-0.00001300000,0,0.0401600000,0.0009300000,-0.0009200000,0,16.14000000,1.46000000,-1.46000000,0,291.43800000,22.24700000,-20.65800000,0,0.070000,0.063000,-0.042000,0,661.1334,,,0,1442.00,58.00,-58.00,0,5675.00,80.00,-80.00,0,1.116000,0.096000,-0.092000,0,1.078000,0.077000,-0.072000,0,1126.37000000,55.74500000,-55.74500000
